iw7_addr,proposed_name,iw7_existing_name,iw8_addr,confidence,score,margin,evidence,prototype
0x140479E70,AIScriptedInterface::Turret_Think,,0x140DD8560,medium,9.345,9.345,2 shared rare constants; struct_sim=0.72,__int64 __fastcall(AIScriptedInterface *this)
0x140D9A320,LB_HandleTimeFull,,0x14241FF70,medium,9.015,6.934,1 mapped callee(s) in common; 2 shared rare constants; struct_sim=0.97,"char *__usercall@<rax>(LbColumnDef *lbColDef@<rcx>, int value@<edx>, __int128 _XMM6@<xmm6>)"
0x140E26AA0,R_InitRenderBuffers,,0x142327740,medium,8.857,8.857,4 shared rare constants; struct_sim=0.68,void(void)
0x1414147B0,hkMonitorStreamAnalyzer::writeRawStatistics,,0x142BA9840,medium,8.731,5.149,3 shared rare constants; struct_sim=0.89,"void __fastcall(hkMonitorStreamAnalyzer *this, hkOstream *os)"
0x1400CBF90,LUIElement_AARMinimap_SetupMinimapData,,0x1425C1F20,medium,8.599,5.696,2 shared rare constants; struct_sim=0.92,"void __usercall(lua_State *luaVM@<rcx>, LUIElement *element@<rdx>, AARMinimapData *minimapData@<r8>, const int controllerIndex@<r9d>, __int128 *__struct_ptr _XMM0@<xmm0>, __int128 *__struct_ptr _XMM6@<xmm6>)"
0x140F927F0,hkcdConvexCellsTree3D::checkCellIntegrity,,0x1439D6760,medium,8.589,6.215,5 shared rare constants; struct_sim=0.93,"void __fastcall(hkcdConvexCellsTree3D *this, hkHandle<unsigned int,4294967295,hkcdNewCellsCollection::CellIdDiscriminant> cellId)"
0x14140DD4B,bdReliableSendWindow::handleAck,,0x143A89760,medium,8.52,5.478,3 shared rare constants; struct_sim=0.66,"__int64 __usercall@<rax>(bdReliableSendWindow *this@<rcx>, bdReference<bdSAckChunk> chunk@<rdx>, float *rtt@<r8>, __int128 _XMM0@<xmm0>, __int128 _XMM6@<xmm6>)"
0x14133E140,hkgpConvexHull::absoluteScale,,0x1438F7320,medium,8.468,2.391,2 shared string literals (jaccard 0.50); callee set overlaps: 2/2 mapped callees (jaccard 1.00); 5 shared rare constants; struct_sim=0.65,"float __usercall@<xmm0>(hkgpConvexHull *this@<rcx>, __int128 offset@<xmm1>, const hkgpConvexHull::AbsoluteScaleConfig *config@<r8>, __int128 _XMM0@<xmm0>, __int128 _XMM6@<xmm6>, __int128 _XMM7@<xmm7>, __int128 _XMM8@<xmm8>, __int128 _XMM9@<xmm9>, __int128 _XMM10@<xmm10>, __int128 _XMM11@<xmm11>, __int128 _XMM12@<xmm12>, __int128 _XMM13@<xmm13>, __int128 *@<xmm14>, __int128 *@<xmm15>)"
0x141176810,FT_Stream_Skip,,0x140093F18,medium,8.438,8.438,caller set agrees: 13/13 mapped callers (jaccard 1.00); struct_sim=0.43,"int __fastcall(FT_StreamRec_ *stream, int distance)"
0x140ED5540,bfx::LinkGenerator::PrintTimingData,,0x142A63FF0,medium,8.27,0.487,5 shared string literals (jaccard 1.00); struct_sim=0.85; demoted: runner-up within 0.49,"void __usercall(bfx::LinkGenerator *this@<rcx>, __int128 _XMM0@<xmm0>, __int128 _XMM6@<xmm6>, __int128 _XMM7@<xmm7>, __int128 _XMM8@<xmm8>, __int128 _XMM9@<xmm9>)"
0x140B8C230,LiveStorage_UploadStats_Internal,,0x1413BBD90,medium,8.174,0.365,2 shared rare constants; struct_sim=0.78,void __fastcall(const int controllerIndex)
0x141003E30,hknpCompressedMeshShape::getLeafShapes,,0x142E59BA0,medium,8.01,2.077,7 shared rare constants; struct_sim=0.79,"void __usercall(hknpCompressedMeshShape *this@<rcx>, const hkHandle<unsigned int,4294967295,hknpShapeKeyDiscriminant> *keys@<rdx>, int numKeys@<r8d>, hknpShapeCollector *collector@<r9>, __int128 _XMM6@<xmm6>, __int128 _XMM7@<xmm7>, __int128 _XMM8@<xmm8>, __int128 _XMM9@<xmm9>, __int128 _XMM10@<xmm10>, __int128 _XMM11@<xmm11>)"
0x140526A10,OnlineMatchmakerOmniscient::TaskGetLobbyDocuments,,0x140E10F50,medium,7.969,0.353,5 shared string literals (jaccard 0.62); struct_sim=0.90; demoted: runner-up within 0.35,"void __fastcall(OnlineMatchmakerOmniscient *this, GenericTask *task, eTaskManagerTaskState state)"
0x1405268E0,OnlineMatchmakerOmniscient::TaskCancelMatchmaking,,0x140E10D50,medium,7.949,0.348,5 shared string literals (jaccard 0.62); struct_sim=0.88; demoted: runner-up within 0.35,"void __fastcall(OnlineMatchmakerOmniscient *this, GenericTask *task, eTaskManagerTaskState state)"
0x140527100,OnlineMatchmakerOmniscient::TaskQosComplete,,0x140E11A80,medium,7.933,0.357,5 shared string literals (jaccard 0.62); struct_sim=0.87; demoted: runner-up within 0.36,"void __fastcall(OnlineMatchmakerOmniscient *this, GenericTask *task, eTaskManagerTaskState state)"
0x1404B57D0,FontIcons_GetIconReference,,0x14210DE80,medium,7.908,0.374,callee set overlaps: 2/2 mapped callees (jaccard 1.00); struct_sim=0.92,"bool __fastcall(LocalClientNum_t localClientNum, const char *name, InputContext inputContext, unsigned __int64 resultBufferSize, char *outResult)"
0x14119F070,t42_parse_dict,,0x1430DAF70,medium,7.731,7.731,2 shared string literals (jaccard 0.50); callee set overlaps: 2/3 mapped callees (jaccard 0.67); 1 shared rare constant; struct_sim=1.00,"__int64 __fastcall(T42_FaceRec_ *face, T42_Loader_ *loader, char *base, int size)"
0x140D9A070,LB_HandleTime,,0x14241FC40,medium,7.681,3.85,1 mapped callee(s) in common; 2 shared rare constants; struct_sim=0.91,"char *__usercall@<rax>(LbColumnDef *lbColDef@<rcx>, int value@<edx>, __int128 _XMM6@<xmm6>, __int128 _XMM7@<xmm7>)"
0x140B85A40,LiveStorage_CheckPeriodicChallengeUpdate,,0x1413AA420,medium,7.618,5.726,3 shared rare constants; struct_sim=0.87,"void __usercall(const int controllerIndex@<ecx>, __int128 _XMM0@<xmm0>)"
0x140F05A70,_anonymous_namespace_::printTask,,0x142B19890,medium,7.571,4.259,3 shared rare constants; struct_sim=0.75,"void __fastcall(const hkTaskGraph::Node *task, int i, hkOstream *outStream, int nameOffset)"
0x14051F4F0,OnlineMatchmakerOmniscient::SetPlayerInfo,,0x140E0E240,medium,7.485,2.344,1 mapped callee(s) in common; 2 shared rare constants; struct_sim=0.85,"__int64 __fastcall(OnlineMatchmakerOmniscient *this, int controllerIndex, const XNADDR *addr, unsigned int *outTaskId)"
0x1410CCD00,hknpSingleThreadedSimulation::collide,,0x142F7C200,medium,7.43,4.664,2 shared rare constants; struct_sim=0.92,"void __fastcall(hknpSingleThreadedSimulation *this, hknpSimulationContext *simulationContext, hknpTaskGraph *__formal)"
0x140E77E90,db_inflate_trees_bits,,0x1437C5A80,medium,7.394,3.784,2 shared string literals (jaccard 1.00); 1 mapped callee(s) in common; 2 shared rare constants; struct_sim=1.00,"__int64 __fastcall(unsigned int *c, unsigned int *bb, db_inflate_huft_s **tb, db_inflate_huft_s *hp, db_z_stream_s *z)"
0x1413AA4F0,?0hkVisualDebugger,,0x142C268D0,medium,7.333,4.297,2 shared rare constants; struct_sim=0.91,"void __usercall(hkVisualDebugger *this@<rcx>, const hkArray<hkProcessContext *,hkContainerHeapAllocator> *contexts@<rdx>, const void *__formal@<r8>, __int128 _XMM1@<xmm1>)"
0x1411AF700,sfnt_load_face,,0x1430EFCF0,medium,7.289,5.369,callee set overlaps: 2/2 mapped callees (jaccard 1.00); 8 shared rare constants; struct_sim=0.99,"__int64 __fastcall(FT_StreamRec_ *stream, TT_FaceRec_ *face, int face_index, int num_params, FT_Parameter_ *params)"
0x1411A54E0,afm_parse_track_kern,,0x1430E2C00,medium,7.231,0.38,callee set agrees: 4/4 mapped callees (jaccard 1.00); 2 shared rare constants; struct_sim=0.95; demoted: runner-up within 0.38,__int64 __fastcall(AFM_ParserRec_ *parser)
0x1400E2470,LUIElement_RadarTargeting_HandleCursor,,0x1425F8BB0,medium,7.076,2.672,callee set overlaps: 2/3 mapped callees (jaccard 0.67); struct_sim=0.56,"void __usercall(const LocalClientNum_t localClientNum@<ecx>, RadarTargetingOptions *options@<rdx>, LUIElement *element@<r8>, LUIElement *root@<r9>, __int128 *__struct_ptr _XMM6@<xmm6>, __int128 *__struct_ptr _XMM7@<xmm7>, __int128 *__struct_ptr _XMM8@<xmm8>, __int128 *__struct_ptr _XMM9@<xmm9>, __int128 *__struct_ptr _XMM10@<xmm10>, __int128 *__struct_ptr _XMM11@<xmm11>, __int128 *__struct_ptr _XMM12@<xmm12>, float red, float green, float blue, float alpha, lua_State *luaVM, const vec2_t *elementCenter, float radarRadius, const vec2_t *targetScreenOffsets, const float *targetScreenYaws)"
0x1413459A0,hkgpConvexHullImpl::HH::generateIndexedFaces,,0x1438F1BA0,medium,7.07,0.407,2 shared string literals (jaccard 0.50); 7 shared rare constants; struct_sim=0.91,"__int64 __fastcall(hkgpConvexHullImpl *this, hkArray<int,hkContainerHeapAllocator> *vpf, hkArray<int,hkContainerHeapAllocator> *vi, bool useSourceIndex, bool maximizeArea)"
0x141176CF0,Mac_Read_POST_Resource,,0x1430A8F70,medium,6.898,6.898,1 shared string literal; callee set overlaps: 2/2 mapped callees (jaccard 1.00); struct_sim=1.00,"__int64 __fastcall(FT_LibraryRec_ *library, FT_StreamRec_ *stream, int *offsets, int resource_cnt, int face_index, FT_FaceRec_ **aface)"
0x141358E30,hkgpMesh::fixTJunctions,,0x1439323B0,medium,6.742,1.95,2 shared string literals (jaccard 0.50); 6 shared rare constants; struct_sim=0.96,"void __usercall(hkgpMesh *this@<rcx>, __int128 maxDistanceToEdgeR@<xmm1>, bool report@<r8b>, __int128 _XMM0@<xmm0>, __int128 _XMM6@<xmm6>, __int128 _XMM7@<xmm7>, __int128 _XMM8@<xmm8>)"
0x1410FC520,hknpBodyIdViewer::step,,0x142EE8360,medium,6.635,4.0,2 shared string literals (jaccard 1.00); 5 shared rare constants; struct_sim=0.82,"void __usercall(hknpBodyIdViewer *this@<rcx>, __int128 deltaTime@<xmm1>, __int128 _XMM6@<xmm6>)"
0x14118A330,parse_charstrings,,0x1430C1790,medium,6.584,3.634,1 shared string literal; 1 mapped callee(s) in common; 3 shared rare constants; struct_sim=0.99,"void __fastcall(T1_FaceRec_ *face, T1_Loader_ *loader)"
0x140E788C0,stbi__decode_jpeg_header,,0x14384FB90,medium,6.572,4.103,2 shared string literals (jaccard 1.00); 1 mapped callee(s) in common; struct_sim=0.98,"_BOOL8 __fastcall(stbi__jpeg *z, int scan)"
0x140CFE7E0,Sys_ListFiles,,0x1418AF6A0,medium,6.551,3.573,3 shared rare constants; struct_sim=0.92,"char **__fastcall(const char *directory, const char *extension, const char *filter, int *numfiles, int wantsubs)"
0x140E76980,db_inflate_codes,,0x1437C5E00,medium,6.489,0.907,2 shared string literals (jaccard 1.00); 4 shared rare constants; struct_sim=0.99,"int __usercall@<eax>(db_inflate_blocks_state *s@<rcx>, db_z_stream_s *z@<rdx>, int r@<r8d>, __int64@<r11>)"
0x140C67F90,SV_SnapshotMP_CheckOverflow,,0x1416BD700,medium,6.464,4.352,4 shared rare constants; struct_sim=0.77,bool __fastcall()
0x1411C8260,lj_cf_package_module,,0x143827F80,medium,6.459,2.261,2 shared string literals (jaccard 0.40); 1 mapped callee(s) in common; 2 shared rare constants; struct_sim=0.77,__int64 __fastcall(lua_State *L)
0x140BFBA80,AnimTreeParser_MatchToken,,0x141512660,medium,6.422,1.396,2 shared string literals (jaccard 1.00); 1 mapped callee(s) in common; struct_sim=0.88,"void __fastcall(scrContext_t *scrContext, AnimTreeParser_State *p, const char *match)"
0x1404EC1A0,LUI_Model_GetModelFromOmnvar,,0x142615DE0,medium,6.376,3.458,2 shared string literals (jaccard 1.00); 1 mapped callee(s) in common; struct_sim=0.85,"__int64 __fastcall(int controllerIndex, const OmnvarDef *omnvarDef)"
0x14052CEE0,Online_PatchStreamer::ProcessManifestEntry,,0x140E259C0,medium,6.375,1.382,callee set overlaps: 2/2 mapped callees (jaccard 1.00); 7 shared rare constants; struct_sim=0.65,"bool __fastcall(Online_PatchStreamer *this, const CCSPatchType patchType, const unsigned int entryIndex, const psManifestFileEntry_t *inManifestEntry, ntl::fixed_list<dcacheFileDetails_t *,2048,0> *inOutPermDCacheFiles, ntl::fixed_list<dcacheFileDetails_t *,2048,0> *inOutTempDcacheFiles, psManifestActionInfo_t *outAction)"
0x1405A89A0,exportConstraintDataAtoms,,0x141BA8600,medium,6.353,0.33,3 shared string literals (jaccard 1.00); 1 shared rare constant; struct_sim=0.90; demoted: runner-up within 0.33,"void __fastcall(const hkReflect::Type *dataclass, hkpConstraintData *data, hkStreamWriter *writer)"
0x140F6F940,hkcdPlanarGeometry::checkPolygonConvexity,,0x1439B7CE0,medium,6.301,6.301,2 shared string literals (jaccard 1.00); 5 shared rare constants; struct_sim=0.60,"void __usercall(hkcdPlanarGeometry *this@<rcx>, const hkHandle<unsigned int,0,hkcdPlanarGeometryPolygonCollection::PolygonIdDiscriminant> *polyId@<rdx>, __int128 _XMM6@<xmm6>, __int128 _XMM7@<xmm7>, __int128 _XMM8@<xmm8>, __int128 _XMM9@<xmm9>, __int128 _XMM10@<xmm10>, __m256i _YMM2@<ymm2>, __m256i _YMM3@<ymm3>)"
0x1411C8DB0,luaopen_io,,0x143824A70,medium,6.285,3.482,4 shared string literals (jaccard 0.67); struct_sim=0.55,__int64 __fastcall(lua_State *L)
0x140BFC990,AnimTreeParser_ParseLodDistances,,0x1415136A0,medium,6.278,0.339,callee set overlaps: 2/2 mapped callees (jaccard 1.00); struct_sim=0.74,"void __usercall(scrContext_t *scrContext@<rcx>, AnimTreeParser_State *parser@<rdx>, __int128 *__struct_ptr _XMM0@<xmm0>, __int128 *__struct_ptr _XMM6@<xmm6>, __int128 *__struct_ptr _XMM7@<xmm7>, __int128 *__struct_ptr _XMM8@<xmm8>)"
0x14134BF70,hkgpConvexHullImpl::simplify,,0x143908A40,medium,6.278,0.376,2 shared string literals (jaccard 0.50); 5 shared rare constants; struct_sim=0.92,"const hkgpConvexHull::SimplifyConfig *__usercall@<rax>(hkgpConvexHullImpl *this@<rcx>, const hkgpConvexHull::SimplifyConfig *config@<rdx>, __int64@<r8>, __int128 _XMM0@<xmm0>, __int128 _XMM6@<xmm6>, __int128 _XMM7@<xmm7>, __int128 _XMM8@<xmm8>, __int128 _XMM9@<xmm9>, __int128 _XMM10@<xmm10>)"
0x140F0D410,hkDefaultError::getMessageTypeString,,0x142B56280,medium,6.248,4.075,4 shared string literals (jaccard 0.80); struct_sim=0.43,"void __fastcall(hkDefaultError *this, hkError::Message msg, const char **msgType)"
0x141351E80,hkgpMesh::appendFromGeometryRaw,,0x143928560,medium,6.225,6.225,1 mapped callee(s) in common; 8 shared rare constants; struct_sim=0.88,"void __usercall(hkgpMesh *this@<rcx>, const hkGeometry *geom@<rdx>, const hkMatrix4Impl<float> *xform@<r8>, bool flipOrientation@<r9b>, __int128 _XMM6@<xmm6>, __int128 _XMM7@<xmm7>, __int128 _XMM8@<xmm8>, __int128 _XMM9@<xmm9>)"
0x1412546F8,bdLobbyService::handleTencentLoudSpeakerMessage,,0x14360D6F0,medium,6.195,6.195,2 shared string literals (jaccard 0.67); 1 mapped callee(s) in common; 1 shared rare constant; struct_sim=0.69,"__int64 __fastcall(bdLobbyService *this, bdReference<bdByteBuffer> message)"
0x141351140,hkgpMesh::appendFromGeometry,,0x143927360,medium,6.159,1.704,12 shared rare constants; struct_sim=0.91,"void __usercall(hkgpMesh *this@<rcx>, const hkGeometry *geom@<rdx>, const hkMatrix4Impl<float> *xform@<r8>, int partId@<r9d>, __int128 _XMM6@<xmm6>, bool flipOrientation, bool removeInvalidTriangles)"
0x141238930,bdJSONUtility::skipValue,,0x14357EC40,medium,6.156,3.64,2 shared rare constants; struct_sim=0.88,"const char *__fastcall(const char *start, bool logErrors)"
0x14117D120,af_latin_hints_compute_segments,,0x1430B0F20,medium,6.092,3.453,callee set overlaps: 2/2 mapped callees (jaccard 1.00); caller set overlaps: 2/2 mapped callers (jaccard 1.00); 2 shared rare constants; struct_sim=0.99,"__int64 __fastcall(AF_GlyphHintsRec_ *hints, AF_Dimension_ dim)"
0x140E76FD0,db_inflate_fast,,0x1437C6740,medium,6.09,0.874,2 shared string literals (jaccard 1.00); 3 shared rare constants; struct_sim=0.99,"__int64 __fastcall(unsigned int bl, unsigned int bd, db_inflate_huft_s *tl, db_inflate_huft_s *td, db_inflate_blocks_state *s, db_z_stream_s *z)"
0x1411838B0,TT_Hint_Glyph,,0x1430B8EC0,medium,6.054,6.054,callee set overlaps: 2/2 mapped callees (jaccard 1.00); caller set overlaps: 2/2 mapped callers (jaccard 1.00); 2 shared rare constants; struct_sim=0.97,"__int64 __fastcall(TT_LoaderRec_ *loader, char is_composite)"
0x14BE87CE5,bdSocketRouter::disconnect,,0x1437448E0,medium,6.012,3.718,4 shared string literals (jaccard 0.57); struct_sim=0.43,"bool __fastcall(bdSocketRouter *this, bdReference<bdAddrHandle> *addrHandle)"
0x1410FCF60,hknpMotionTrailViewer::step,,0x142FF36E0,medium,5.973,3.756,1 shared string literal; 6 shared rare constants; struct_sim=0.92,"void __usercall(hknpMotionTrailViewer *this@<rcx>, __int128 deltaTime@<xmm1>, __int128 _XMM6@<xmm6>)"
0x14060F320,LUI_LuaCall_LUIGlobalPackage_ConstructLUIElement,,0x142440480,medium,5.968,5.968,1 shared string literal; 1 mapped callee(s) in common; 2 shared rare constants; struct_sim=0.85,__int64 __fastcall(lua_State *luaVM)
0x1405ABE20,NpSimulationSnapshot::importSimulationState,,0x141BAC8A0,medium,5.962,5.962,1 shared string literal; 7 shared rare constants; struct_sim=0.97,"__int64 __fastcall(hknpWorld *pWorld, hkStreamReader *reader, NpSimulationSnapshot::PostImportPatch *fixupUtil)"
0x140F23050,hkBsdSocket::pollForNewClient,,0x142C18680,medium,5.957,2.847,1 shared string literal; callee set overlaps: 2/2 mapped callees (jaccard 1.00); 1 shared rare constant; struct_sim=0.95,"hkSocket *__fastcall(hkBsdSocket *this, hkInetAddr *remoteAddr)"
0x1410F28F0,hknpPrepareSolverTask::initPreSolve,,0x14303A4D0,medium,5.918,3.146,2 shared rare constants; struct_sim=0.79,"void __fastcall(hknpPrepareSolverTask *this, hknpSimulationContext *simulationContext, hknpSimulationThreadContext *threadContext, hknpSolverData *solverData)"
0x14133D6C0,hkgpConvexHull::expandByPlanarMargin,,0x1438FF770,medium,5.911,5.911,2 shared string literals (jaccard 1.00); 3 shared rare constants; struct_sim=0.87,"hkBool *__usercall@<rax>(hkgpConvexHull *this@<rcx>, hkBool *result@<rdx>, __int128 margin@<xmm2>, __int128 _XMM0@<xmm0>, __int128 _XMM6@<xmm6>, __int128 _XMM7@<xmm7>, __int128 _XMM8@<xmm8>, __int128 _XMM9@<xmm9>, __int128 _XMM10@<xmm10>, __int128 _XMM11@<xmm11>, __int128 _XMM12@<xmm12>)"
0x141188DD0,tt_loader_init,,0x1430BF660,medium,5.892,3.699,callee set overlaps: 2/2 mapped callees (jaccard 1.00); 3 shared rare constants; struct_sim=0.99,"__int64 __fastcall(TT_LoaderRec_ *loader, TT_SizeRec_ *size, FT_GlyphSlotRec_ *glyph, int load_flags, char glyf_table_only)"
0x141192C30,cf2_glyphpath_pushPrevElem,,0x1430CBA60,medium,5.853,2.592,callee set overlaps: 2/2 mapped callees (jaccard 1.00); caller set agrees: 3/3 mapped callers (jaccard 1.00); struct_sim=0.97,"void __fastcall(CF2_GlyphPathRec_ *glyphpath, CF2_HintMapRec_ *hintmap, FT_Vector_ *nextP0, FT_Vector_ nextP1, char close)"
0x141018360,UhkcdDefaultStaticMeshTree::buildStep3,,0x142E29B60,medium,5.74,3.424,11 shared rare constants; struct_sim=0.89,"char __usercall@<al>(const hkcdStaticMeshTree::BuildConfig *config@<rcx>, hkcdStaticMeshTree::BuildStepUtils::QuantizersInfos *qInfos@<rdx>, hkcdStaticMeshTree::GeometryProvider *provider@<r8>, hkcdStaticMeshTree::BuildMappings *mapping@<r9>, __int128 _XMM0@<xmm0>, __int128 _XMM6@<xmm6>, __int128 _XMM7@<xmm7>, __int128 _XMM8@<xmm8>, __int128 _XMM9@<xmm9>, __int128 _XMM10@<xmm10>, __int128 _XMM11@<xmm11>, __int128 _XMM12@<xmm12>, __int128 _XMM13@<xmm13>, __int128 _XMM14@<xmm14>, __int128 _XMM15@<xmm15>, const hkArrayBase<hkBool> *isVertexOnBorder, hkArray<hkcdStaticMeshTree::BuildStepUtils::Quad,hkContainerHeapAllocator> *quads, hkArray<hkcdStaticMeshTree::BuildStepUtils::SubTree,hkContainerHeapAllocator> *roots, hkcdStaticMeshTree::BuildStepUtils::DynamicTree *masterTree, hkcdDefaultStaticMeshTree *meshBase)"
0x141355680,hkgpMesh::generateSurfaceSamples,,0x1439354E0,medium,5.728,2.289,2 shared string literals (jaccard 1.00); 3 shared rare constants; struct_sim=0.75,"void __usercall(hkgpMesh *this@<rcx>, const hkgpMesh::SurfaceSamplingConfig *config@<rdx>, hkArray<hkVector4f,hkContainerHeapAllocator> *samplesOut@<r8>, bool useWeight@<r9b>, __int128 _XMM6@<xmm6>, __int128 _XMM7@<xmm7>, __int128 _XMM8@<xmm8>, __int128 _XMM9@<xmm9>, __int128 _XMM10@<xmm10>, __int128 _XMM11@<xmm11>, __int128 _XMM12@<xmm12>, __int128 _XMM13@<xmm13>, __int128 _XMM14@<xmm14>)"
0x1413A99F0,hkXmlLexAnalyzer::_matchInBrackets,,0x142C19140,medium,5.694,3.8,2 shared string literals (jaccard 1.00); 2 shared rare constants; struct_sim=1.00,hkXmlLexAnalyzer::Token __fastcall(hkXmlLexAnalyzer *this)
0x141184190,TT_Load_Glyph,,0x1430B98B0,medium,5.646,3.682,callee set overlaps: 2/2 mapped callees (jaccard 1.00); 4 shared rare constants; struct_sim=0.96,"__int64 __fastcall(TT_SizeRec_ *size, FT_GlyphSlotRec_ *glyph, __int64 glyph_index, int load_flags)"
0x14103BA10,UhkcdDefaultStaticMeshTree::SectionDecoder::CustomGeometryConverterBase::appendCustomPrimitiveToGeometry,,0x142E4D080,medium,5.625,0.274,2 shared string literals (jaccard 0.50); 4 shared rare constants; struct_sim=0.75,"void __fastcall(hkcdStaticMeshTree::SectionDecoder<hkcdDefaultStaticMeshTree>::CustomGeometryConverterBase *this, const hkcdStaticMeshTree::SectionDecoder<hkcdDefaultStaticMeshTree> *decoder, int primitiveIndex, hkGeometry *geometry)"
0x141356C40,hkgpMesh::bindEdge,,0x143929F10,medium,5.623,2.592,2 shared string literals (jaccard 1.00); 2 shared rare constants; struct_sim=0.95,"char __fastcall(hkgpMesh *this, hkgpMeshBase::Edge *edge, bool onlyToNaked, bool mustMatch)"
0x140429170,G_VehiclePath_SpawnNode,,0x140D3F800,medium,5.604,5.604,2 shared string literals (jaccard 1.00); 2 shared rare constants; struct_sim=0.94,"void __usercall(const char *className@<rcx>, __int128 *@<xmm6>)"
0x1403E3D20,AIScriptedInterface::SetDefaults,,0x140C82610,medium,5.581,3.135,12 shared rare constants; struct_sim=0.52,void __fastcall(AIScriptedInterface *this)
0x140F2F9C0,hkMemoryResourceContainer::findResourceByName,,0x142B84D40,medium,5.563,5.563,2 shared string literals (jaccard 0.50); 3 shared rare constants; struct_sim=0.98,"hkMemoryResourceHandle *__fastcall(hkMemoryResourceContainer *this, const char *objectName, const hkReflect::Type *klass, const hkResourceHandle *prevObject)"
0x140C17BF0,Agent_Spawn,,0x1415CF3A0,medium,5.555,1.538,1 shared string literal; 1 mapped callee(s) in common; 1 shared matched global; 3 shared rare constants; struct_sim=0.62,"void __usercall(gentity_s *entity@<rcx>, const vec3_t *origin@<rdx>, const vec3_t *angles@<r8>, const char *animClassName@<r9>, __int128 _XMM6@<xmm6>, __int128 _XMM7@<xmm7>, __int128 _XMM8@<xmm8>, const Bounds *bounds, unsigned int ownerNum, bool freezeControls, bool bLegacyAgent)"
0x1411A0DE0,pcf_get_accel,,0x1430DD400,medium,5.491,5.491,callee set overlaps: 2/2 mapped callees (jaccard 1.00); 2 shared rare constants; struct_sim=0.99,"int __fastcall(FT_StreamRec_ *stream, PCF_FaceRec_ *face, unsigned int type)"
0x1413DA7A0,hknpHybridBroadPhaseUtils::update,,0x142F0C640,medium,5.459,1.734,10 shared rare constants; struct_sim=0.97,"void __fastcall(hknpHybridAabbTree<hknpBodyId,unsigned int,hkAabb16ext> *tree, const hkAabb24_16_24_Codec *codec, hknpBody *bodies, bool hasDirtyAabbs)"
0x140008004,MSG_GetBitCount,,0x141437710,medium,5.458,3.469,12 shared rare constants; struct_sim=0.44,"unsigned int __fastcall(bool *estimate, const char *fromData, const char *toData, const NetField *field)"
0x141413300,_anonymous_namespace_::writeMemorySystemStats,,0x142B247B0,medium,5.417,5.417,2 shared string literals (jaccard 1.00); struct_sim=0.94,"void __fastcall(const hkMemorySnapshot *snapshot, hkOstream *stream)"
0x141410FC0,bdPlatformStreamSocket::isWritable,,0x14372F2E0,medium,5.369,1.728,1 mapped callee(s) in common; 6 shared rare constants; struct_sim=0.85,"_BOOL8 __fastcall(const int handle, bdSocketStatusCode *error)"
0x1400AC8A0,TerrainFollowingRadarControl::LoadTFRParameters,,0x14032D8F0,medium,5.351,0.626,10 shared rare constants; struct_sim=0.90,void __fastcall(TerrainFollowingRadarControl *this)
0x140F6F150,hkcdPlanarGeometry::checkPolygonCachedValues,,0x1439B6F60,medium,5.33,1.871,2 shared string literals (jaccard 1.00); 3 shared rare constants; struct_sim=0.49,"void __usercall(hkcdPlanarGeometry *this@<rcx>, const hkHandle<unsigned int,0,hkcdPlanarGeometryPolygonCollection::PolygonIdDiscriminant> *polyId@<rdx>, __int128 _XMM6@<xmm6>, __int128 _XMM7@<xmm7>, __int128 _XMM8@<xmm8>, __int128 _XMM9@<xmm9>, __int128 _XMM10@<xmm10>, __int128 _XMM11@<xmm11>, __int128 _XMM12@<xmm12>, __int128 _XMM13@<xmm13>, __int128 _XMM14@<xmm14>, __int128 _XMM15@<xmm15>)"
0x1410BE720,hknpScaledConvexShapeBase::castRayImpl,,0x142F555B0,medium,5.313,1.657,1 shared string literal; 6 shared rare constants; struct_sim=0.48,"void __usercall(hknpScaledConvexShapeBase *this@<rcx>, hknpCollisionQueryContext *queryContext@<rdx>, const hknpRayCastQuery *query@<r8>, const hknpQueryFilterData *targetShapeFilterData@<r9>, __int128 _XMM0@<xmm0>, __int128 _XMM6@<xmm6>, __int128 _XMM7@<xmm7>, __int128 _XMM8@<xmm8>, __int128 _XMM9@<xmm9>, __int128 _XMM10@<xmm10>, __int128 _XMM11@<xmm11>, __int128 _XMM12@<xmm12>, __int128 _XMM13@<xmm13>, __int128 _XMM14@<xmm14>, __int128 _XMM15@<xmm15>, const hknpShapeQueryInfo *targetShapeInfo, hknpCollisionQueryCollector *collector)"
0x1410B3320,hknpLinearIntegrationClippedEvent::printCommand,,0x142F3E970,medium,5.3,5.3,2 shared string literals (jaccard 1.00); 1 shared rare constant; struct_sim=1.00,"void __fastcall(hknpLinearIntegrationClippedEvent *this, const hknpWorld *world, hkOstream *out)"
0x1410DB070,?0hknpBallGun,,0x142FBD0A0,medium,5.283,2.98,1 shared string literal; 4 shared rare constants; struct_sim=0.99,"void __usercall(hknpBallGun *this@<rcx>, int numBullets@<edx>, unsigned int raiseContactEvents@<r8d>, __int128 _XMM0@<xmm0>)"
0x1411061F0,hkpConstraintDataUtils::createLimited,,0x1430857B0,medium,5.279,2.696,2 shared string literals (jaccard 1.00); 2 shared rare constants; struct_sim=0.72,hkpRagdollLimitsData *__fastcall(const hkpConstraintData *data)
0x1413AA930,hkVisualDebugger::capture,,0x142C27E30,medium,5.277,1.764,3 shared rare constants; struct_sim=0.93,"void __fastcall(hkVisualDebugger *this, const char *captureFilename)"
